path,archetype
ArtemisArt/richter - gerhard-richter_1932/richter_69.jpg,12
ArtemisArt/richter - gerhard-richter_1932/richter_76.jpg,9
ArtemisArt/richter - gerhard-richter_1932/richter_83.jpg,14
ArtemisArt/richter - gerhard-richter_1932/richter_90.jpg,14
ArtemisArt/richter - gerhard-richter_1932/richter_98.jpg,14
ArtemisArt/rigaud - hyacinthe-rigaud_1659/rigaud_15.jpg,14
ArtemisArt/rigaud - hyacinthe-rigaud_1659/rigaud_5.jpg,14
ArtemisArt/ringgold - faith-ringgold_1930/ringgold_12.jpg,14
ArtemisArt/ringgold - faith-ringgold_1930/ringgold_2.jpg,14
ArtemisArt/ringgold - faith-ringgold_1930/ringgold_27.jpg,14
ArtemisArt/ringgold - faith-ringgold_1930/ringgold_5.jpg,12
ArtemisArt/rivera - diego-rivera_1886/rivera_12.jpg,14
ArtemisArt/rivera - diego-rivera_1886/rivera_9.jpg,14
ArtemisArt/robert - hubert-robert_1733/robert_16.jpg,12
ArtemisArt/robert - hubert-robert_1733/robert_23.jpg,14
ArtemisArt/robert - hubert-robert_1733/robert_30.jpg,14
ArtemisArt/robert - hubert-robert_1733/robert_38.jpg,14
ArtemisArt/robert - hubert-robert_1733/robert_45.jpg,14
ArtemisArt/robert - hubert-robert_1733/robert_8.jpg,-1
ArtemisArt/rosa - salvator-rosa_1615/rosa_15.jpg,14
ArtemisArt/rosa - salvator-rosa_1615/rosa_7.jpg,14
ArtemisArt/rosai - ottone-rosai_1895/rosai_14.jpg,14
ArtemisArt/rosai - ottone-rosai_1895/rosai_21.jpg,14
ArtemisArt/rosai - ottone-rosai_1895/rosai_8.jpg,14
ArtemisArt/rosso-fiorentino - giovanni-battista-di-jacopo-dit-rosso-fiorentino_1494/rosso-fiorentino_7.jpg,14
ArtemisArt/rothko - mark-rothko_1903/rothko_15.jpg,14
ArtemisArt/rothko - mark-rothko_1903/rothko_22.jpg,14
ArtemisArt/rothko - mark-rothko_1903/rothko_3.jpg,14
ArtemisArt/rothko - mark-rothko_1903/rothko_37.jpg,14
ArtemisArt/rothko - mark-rothko_1903/rothko_44.jpg,15
ArtemisArt/rothko - mark-rothko_1903/rothko_51.jpg,14
ArtemisArt/rothko - mark-rothko_1903/rothko_59.jpg,12
ArtemisArt/rothko - mark-rothko_1903/rothko_66.jpg,12
ArtemisArt/rothko - mark-rothko_1903/rothko_9.jpg,14
ArtemisArt/rouart - augustin-rouart_1907/rouart_16.jpg,14
ArtemisArt/rouart - augustin-rouart_1907/rouart_6.jpg,14
ArtemisArt/rouault - georges-henri-rouault_1871/rouault_13.jpg,14
ArtemisArt/rouault - georges-henri-rouault_1871/rouault_3.jpg,10
ArtemisArt/rousseau-t - theodore-rousseau_1812/rousseau-t_10.jpg,14
ArtemisArt/rousseau-t - theodore-rousseau_1812/rousseau-t_18.jpg,14
ArtemisArt/rousseau-t - theodore-rousseau_1812/rousseau-t_3.jpg,14
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_10.jpg,14
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_107.jpg,14
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_114.jpg,14
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_121.jpg,14
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_129.jpg,14
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_136.jpg,14
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_143.jpg,9
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_150.jpg,14
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_158.jpg,2
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_21.jpg,14
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_29.jpg,14
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_36.jpg,14
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_43.jpg,9
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_50.jpg,10
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_58.jpg,14
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_65.jpg,14
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_72.jpg,14
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_8.jpg,14
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_87.jpg,14
ArtemisArt/rubens - peter-paul-rubens_1577/rubens_94.jpg,14
ArtemisArt/ryckaert-III - david-III-ryckaert-dit-le-jeune_1612/ryckaert-III_11.jpg,14
ArtemisArt/ryckaert-III - david-III-ryckaert-dit-le-jeune_1612/ryckaert-III_8.jpg,14
ArtemisArt/saint-phalle - catherine-de-saint-phalle-dite-niki_1930/saint-phalle_15.jpg,8
ArtemisArt/saint-phalle - catherine-de-saint-phalle-dite-niki_1930/saint-phalle_22.jpg,15
ArtemisArt/saint-phalle - catherine-de-saint-phalle-dite-niki_1930/saint-phalle_6.jpg,14
ArtemisArt/salviati - francesco-de-rossi-dit-francesco-salviati_1510/salviati_4.jpg,14
ArtemisArt/samba - cheri-samba-wa-mbimba-n-zingo-nezumi-masi-ndo-mbasi_1956/samba_11.jpg,3
ArtemisArt/samba - cheri-samba-wa-mbimba-n-zingo-nezumi-masi-ndo-mbasi_1956/samba_4.jpg,14
ArtemisArt/santos - marigold-santos_1981/santos_11.jpg,14
ArtemisArt/santos - marigold-santos_1981/santos_4.jpg,11
ArtemisArt/sargent - john-singer-sargent_1856/sargent_11.jpg,14
ArtemisArt/sargent - john-singer-sargent_1856/sargent_19.jpg,14
ArtemisArt/sargent - john-singer-sargent_1856/sargent_26.jpg,14
ArtemisArt/sargent - john-singer-sargent_1856/sargent_33.jpg,14
ArtemisArt/sargent - john-singer-sargent_1856/sargent_40.jpg,14
ArtemisArt/sargent - john-singer-sargent_1856/sargent_48.jpg,14
ArtemisArt/sargent - john-singer-sargent_1856/sargent_55.jpg,14
ArtemisArt/sargent - john-singer-sargent_1856/sargent_62.jpg,14
ArtemisArt/sargent - john-singer-sargent_1856/sargent_7.jpg,10
ArtemisArt/sargent - john-singer-sargent_1856/sargent_77.jpg,10
ArtemisArt/scheffer - ary-scheffer_1795/scheffer_13.jpg,9
ArtemisArt/scheffer - ary-scheffer_1795/scheffer_20.jpg,14
ArtemisArt/scheffer - ary-scheffer_1795/scheffer_28.jpg,14
ArtemisArt/scheffer - ary-scheffer_1795/scheffer_35.jpg,12
ArtemisArt/scheffer - ary-scheffer_1795/scheffer_42.jpg,8
ArtemisArt/schlatter - carlo-adolfo-schlatter_1873/schlatter_11.jpg,14
ArtemisArt/schlatter - carlo-adolfo-schlatter_1873/schlatter_19.jpg,14
ArtemisArt/schlatter - carlo-adolfo-schlatter_1873/schlatter_6.jpg,14
ArtemisArt/schonberg - arnold-schonberg_1874/schonberg_13.jpg,14
ArtemisArt/schonberg - arnold-schonberg_1874/schonberg_20.jpg,14
ArtemisArt/schonberg - arnold-schonberg_1874/schonberg_6.jpg,14
ArtemisArt/serov - valentin-serov_1865/serov_5.jpg,14
ArtemisArt/serusier - paul-serusier_1864/serusier_13.jpg,14
ArtemisArt/serusier - paul-serusier_1864/serusier_20.jpg,14
ArtemisArt/serusier - paul-serusier_1864/serusier_28.jpg,14
ArtemisArt/serusier - paul-serusier_1864/serusier_35.jpg,14
ArtemisArt/seurat - georges-seurat_1859/seurat_10.jpg,14
ArtemisArt/seurat - georges-seurat_1859/seurat_18.jpg,14
ArtemisArt/seurat - georges-seurat_1859/seurat_25.jpg,14
ArtemisArt/seurat - georges-seurat_1859/seurat_32.jpg,13
ArtemisArt/seurat - georges-seurat_1859/seurat_5.jpg,14
ArtemisArt/shangti - philippe-shangti_1983/shangti_12.jpg,10
ArtemisArt/shangti - philippe-shangti_1983/shangti_9.jpg,13
ArtemisArt/sickert - walter-sickert_1860/sickert_16.jpg,14
ArtemisArt/sickert - walter-sickert_1860/sickert_23.jpg,14
ArtemisArt/sickert - walter-sickert_1860/sickert_30.jpg,14
ArtemisArt/sickert - walter-sickert_1860/sickert_38.jpg,14
ArtemisArt/sickert - walter-sickert_1860/sickert_45.jpg,14
ArtemisArt/signac - paul-signac_1863/signac_10.jpg,14
ArtemisArt/signac - paul-signac_1863/signac_18.jpg,14
ArtemisArt/signac - paul-signac_1863/signac_25.jpg,9
ArtemisArt/signac - paul-signac_1863/signac_32.jpg,14
ArtemisArt/signac - paul-signac_1863/signac_4.jpg,14
ArtemisArt/signac - paul-signac_1863/signac_6.jpg,14
ArtemisArt/signorelli - luca-d-egidio-di-ventura-dit-signorelli_1450/signorelli_13.jpg,14
ArtemisArt/signorelli - luca-d-egidio-di-ventura-dit-signorelli_1450/signorelli_7.jpg,14
ArtemisArt/simon - victor-simon_1903/simon_14.jpg,10
ArtemisArt/simon - victor-simon_1903/simon_8.jpg,14
ArtemisArt/sisley - alfred-sisley_1839/sisley_15.jpg,14
ArtemisArt/sisley - alfred-sisley_1839/sisley_22.jpg,14
ArtemisArt/sisley - alfred-sisley_1839/sisley_3.jpg,14
ArtemisArt/sisley - alfred-sisley_1839/sisley_37.jpg,14
ArtemisArt/sisley - alfred-sisley_1839/sisley_44.jpg,14
ArtemisArt/sisley - alfred-sisley_1839/sisley_51.jpg,14
ArtemisArt/sisley - alfred-sisley_1839/sisley_59.jpg,14
ArtemisArt/snyders - frans-snyders_1579/snyders_4.jpg,14
ArtemisArt/soeur-plautilla - polissena-de-nelli-dite-suor-plautilla_1524/soeur-plautilla_3.jpg,12
ArtemisArt/sogliani - giovanni-antonio-sogliani-ou-giovannantino-di-francesco-sogliani_1492/sogliani_10.jpg,15
ArtemisArt/sogliani - giovanni-antonio-sogliani-ou-giovannantino-di-francesco-sogliani_1492/sogliani_6.jpg,14
ArtemisArt/sorolla - joaquin-sorolla_1863/sorolla_13.jpg,14
ArtemisArt/sorolla - joaquin-sorolla_1863/sorolla_20.jpg,14
ArtemisArt/sorolla - joaquin-sorolla_1863/sorolla_28.jpg,14
ArtemisArt/sorolla - joaquin-sorolla_1863/sorolla_8.jpg,14
ArtemisArt/soulages - pierre-soulages_1919/soulages_15.jpg,15
ArtemisArt/soulages - pierre-soulages_1919/soulages_22.jpg,1
ArtemisArt/soulages - pierre-soulages_1919/soulages_3.jpg,12
ArtemisArt/soulages - pierre-soulages_1919/soulages_37.jpg,12
ArtemisArt/soulages - pierre-soulages_1919/soulages_44.jpg,11
ArtemisArt/soulages - pierre-soulages_1919/soulages_6.jpg,1
ArtemisArt/soutine - chaim-soutine_1893/soutine_13.jpg,14
ArtemisArt/soutine - chaim-soutine_1893/soutine_20.jpg,14
ArtemisArt/soutine - chaim-soutine_1893/soutine_28.jpg,10
ArtemisArt/soutine - chaim-soutine_1893/soutine_35.jpg,14
ArtemisArt/soutine - chaim-soutine_1893/soutine_42.jpg,5
ArtemisArt/soutine - chaim-soutine_1893/soutine_9.jpg,10
ArtemisArt/stella - jacques-stella_1596/stella_2.jpg,14
ArtemisArt/stubbs - george-stubbs_1724/stubbs_1.jpg,10
ArtemisArt/stubbs - george-stubbs_1724/stubbs_6.jpg,10
ArtemisArt/sustermans - justus-sustermans_1597/sustermans_2.jpg,10
ArtemisArt/szafran - samuel-berger-dit-sam-szafran_1934/szafran_1.jpg,14
ArtemisArt/szafran - samuel-berger-dit-sam-szafran_1934/szafran_17.jpg,9
ArtemisArt/szafran - samuel-berger-dit-sam-szafran_1934/szafran_24.jpg,4
ArtemisArt/szafran - samuel-berger-dit-sam-szafran_1934/szafran_31.jpg,14
ArtemisArt/szafran - samuel-berger-dit-sam-szafran_1934/szafran_39.jpg,14
ArtemisArt/szafran - samuel-berger-dit-sam-szafran_1934/szafran_8.jpg,14
ArtemisArt/taeuber-arp - sophie-taeuber-arp_1889/taeuber-arp_4.jpg,0
ArtemisArt/tanguy - yves-tanguy_1951/tanguy_11.jpg,14
ArtemisArt/tanguy - yves-tanguy_1951/tanguy_2.jpg,9
ArtemisArt/tanning - dorothea-tanning_1910/tanning_1.jpg,10
ArtemisArt/tanning - dorothea-tanning_1910/tanning_9.jpg,14
ArtemisArt/tchelitchew - pavel-tchelitchew_1898/tchelitchew_16.jpg,14
ArtemisArt/tchelitchew - pavel-tchelitchew_1898/tchelitchew_6.jpg,14
ArtemisArt/teniers-d - david-teniers-le-jeune_1610/teniers-d_13.jpg,14
ArtemisArt/teniers-d - david-teniers-le-jeune_1610/teniers-d_20.jpg,14
ArtemisArt/teniers-d - david-teniers-le-jeune_1610/teniers-d_28.jpg,14
ArtemisArt/teniers-d - david-teniers-le-jeune_1610/teniers-d_35.jpg,2
ArtemisArt/teniers-d - david-teniers-le-jeune_1610/teniers-d_42.jpg,10
ArtemisArt/teniers-d - david-teniers-le-jeune_1610/teniers-d_5.jpg,14
ArtemisArt/teniers-d - david-teniers-le-jeune_1610/teniers-d_9.jpg,14
ArtemisArt/tiepolo-gb -  giovanni-battista-dit-giambattista-tiepolo_1696/tiepolo-gb_1.jpg,14
ArtemisArt/tiepolo-gb -  giovanni-battista-dit-giambattista-tiepolo_1696/tiepolo-gb_17.jpg,14
ArtemisArt/tiepolo-gb -  giovanni-battista-dit-giambattista-tiepolo_1696/tiepolo-gb_24.jpg,10
ArtemisArt/tiepolo-gb -  giovanni-battista-dit-giambattista-tiepolo_1696/tiepolo-gb_7.jpg,14
ArtemisArt/tiepolo-gd - giandomenico-tiepolo_1727/tiepolo-gd_6.jpg,14
ArtemisArt/tintoret - domenico-robusti-dit-le-tintoret_1568/tintoret-d_12.jpg,9
ArtemisArt/tintoret - domenico-robusti-dit-le-tintoret_1568/tintoret-d_2.jpg,10
ArtemisArt/tintoret - domenico-robusti-dit-le-tintoret_1568/tintoret-d_27.jpg,14
ArtemisArt/tintoret - domenico-robusti-dit-le-tintoret_1568/tintoret-d_34.jpg,14
ArtemisArt/tintoret - domenico-robusti-dit-le-tintoret_1568/tintoret-d_41.jpg,14
ArtemisArt/tintoret - domenico-robusti-dit-le-tintoret_1568/tintoret-d_49.jpg,14
ArtemisArt/tintoret - domenico-robusti-dit-le-tintoret_1568/tintoret-d_56.jpg,14
ArtemisArt/tissot - james-tissot_1836/tissot_1.jpg,14
ArtemisArt/tissot - james-tissot_1836/tissot_17.jpg,2
ArtemisArt/tissot - james-tissot_1836/tissot_24.jpg,2
ArtemisArt/tissot - james-tissot_1836/tissot_31.jpg,13
ArtemisArt/tissot - james-tissot_1836/tissot_39.jpg,14
ArtemisArt/tissot - james-tissot_1836/tissot_8.jpg,14
ArtemisArt/titien - tiziano-vecellio_1488/titien_15.jpg,14
ArtemisArt/titien - tiziano-vecellio_1488/titien_22.jpg,14
ArtemisArt/titien - tiziano-vecellio_1488/titien_3.jpg,14
ArtemisArt/titien - tiziano-vecellio_1488/titien_37.jpg,14
ArtemisArt/titien - tiziano-vecellio_1488/titien_44.jpg,14
ArtemisArt/titien - tiziano-vecellio_1488/titien_51.jpg,14
ArtemisArt/titien - tiziano-vecellio_1488/titien_59.jpg,14
ArtemisArt/titien - tiziano-vecellio_1488/titien_66.jpg,10
ArtemisArt/titien - tiziano-vecellio_1488/titien_73.jpg,10
ArtemisArt/titien - tiziano-vecellio_1488/titien_80.jpg,14
ArtemisArt/toguo - barthelemy-toguo_1967/toguo_10.jpg,12
ArtemisArt/toguo - barthelemy-toguo_1967/toguo_18.jpg,3
ArtemisArt/toguo - barthelemy-toguo_1967/toguo_9.jpg,3
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_16.jpg,14
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_23.jpg,14
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_30.jpg,14
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_38.jpg,14
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_45.jpg,14
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_52.jpg,14
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_6.jpg,14
ArtemisArt/toulouse-lautrec - henri-de-toulouse-lautrec_1864/toulouse-lautrec_8.jpg,15
ArtemisArt/toyen - maria-cerminova-dite-toyen_1902/toyen_15.jpg,3
ArtemisArt/toyen - maria-cerminova-dite-toyen_1902/toyen_22.jpg,10
ArtemisArt/toyen - maria-cerminova-dite-toyen_1902/toyen_3.jpg,15
ArtemisArt/toyen - maria-cerminova-dite-toyen_1902/toyen_5.jpg,15
ArtemisArt/toyokuni - utagawa-toyokuni-I_1768/toyokuni_3.jpg,10
ArtemisArt/troy-f - francois-de-troy_1645/troy-f_10.jpg,14
ArtemisArt/troy-f - francois-de-troy_1645/troy-f_18.jpg,14
ArtemisArt/troy-f - francois-de-troy_1645/troy-f_9.jpg,14
ArtemisArt/troy-jf - jean-francois-de-troy_1679/troy-jf_16.jpg,14
ArtemisArt/troy-jf - jean-francois-de-troy_1679/troy-jf_7.jpg,14
ArtemisArt/troyon - constant-troyon_1810/troyon_4.jpg,14
ArtemisArt/turner - william-turner_1775/turner_100.jpg,14
ArtemisArt/turner - william-turner_1775/turner_108.jpg,9
ArtemisArt/turner - william-turner_1775/turner_16.jpg,14
ArtemisArt/turner - william-turner_1775/turner_23.jpg,14
ArtemisArt/turner - william-turner_1775/turner_30.jpg,14
ArtemisArt/turner - william-turner_1775/turner_38.jpg,14
ArtemisArt/turner - william-turner_1775/turner_45.jpg,14
ArtemisArt/turner - william-turner_1775/turner_52.jpg,14
ArtemisArt/turner - william-turner_1775/turner_6.jpg,14
ArtemisArt/turner - william-turner_1775/turner_67.jpg,14
ArtemisArt/turner - william-turner_1775/turner_74.jpg,14
ArtemisArt/turner - william-turner_1775/turner_81.jpg,2
ArtemisArt/turner - william-turner_1775/turner_89.jpg,14
ArtemisArt/turner - william-turner_1775/turner_96.jpg,14
ArtemisArt/twombly - cy-twombly_1928/twombly_3.jpg,14
ArtemisArt/ucello - paolo-di-dono-di-paolo-dit-ucello_1397/ucello_10.jpg,9
ArtemisArt/ucello - paolo-di-dono-di-paolo-dit-ucello_1397/ucello_5.jpg,14
ArtemisArt/utrillo - maurice-utrillo_1883/utrillo_12.jpg,14
ArtemisArt/utrillo - maurice-utrillo_1883/utrillo_2.jpg,2
ArtemisArt/utrillo - maurice-utrillo_1883/utrillo_7.jpg,14
ArtemisArt/valadon - suzanne-valadon_1865/valadon_103.jpg,14
ArtemisArt/valadon - suzanne-valadon_1865/valadon_17.jpg,9
ArtemisArt/valadon - suzanne-valadon_1865/valadon_24.jpg,14
ArtemisArt/valadon - suzanne-valadon_1865/valadon_31.jpg,14
ArtemisArt/valadon - suzanne-valadon_1865/valadon_39.jpg,14
ArtemisArt/valadon - suzanne-valadon_1865/valadon_46.jpg,9
ArtemisArt/valadon - suzanne-valadon_1865/valadon_53.jpg,14
ArtemisArt/valadon - suzanne-valadon_1865/valadon_60.jpg,14
ArtemisArt/valadon - suzanne-valadon_1865/valadon_68.jpg,14
ArtemisArt/valadon - suzanne-valadon_1865/valadon_75.jpg,14
ArtemisArt/valadon - suzanne-valadon_1865/valadon_82.jpg,14
ArtemisArt/valadon - suzanne-valadon_1865/valadon_9.jpg,14
ArtemisArt/valadon - suzanne-valadon_1865/valadon_97.jpg,9
ArtemisArt/valenciennes - pierre-henri-de-valenciennes_1750/valenciennes_14.jpg,10
ArtemisArt/valenciennes - pierre-henri-de-valenciennes_1750/valenciennes_21.jpg,14
ArtemisArt/valenciennes - pierre-henri-de-valenciennes_1750/valenciennes_9.jpg,14
ArtemisArt/vallotton - felix-vallotton_1865/vallotton_16.jpg,14
ArtemisArt/vallotton - felix-vallotton_1865/vallotton_23.jpg,14
ArtemisArt/vallotton - felix-vallotton_1865/vallotton_30.jpg,14
ArtemisArt/vallotton - felix-vallotton_1865/vallotton_8.jpg,10
ArtemisArt/van-cleve - joos-van-cleve_1485/van-cleve_15.jpg,14
ArtemisArt/van-cleve - joos-van-cleve_1485/van-cleve_4.jpg,9
ArtemisArt/van-de-velde - adriaen-van-de-velde_1636/van-de-velde_11.jpg,2
ArtemisArt/van-de-velde - adriaen-van-de-velde_1636/van-de-velde_9.jpg,14
ArtemisArt/van-der-heyden - jan-van-der-heyden_1637/van-der-heyden_6.jpg,10
ArtemisArt/van-der-weyden - rogier-van-der-weyden_1400/van-der-weyden_13.jpg,14
ArtemisArt/van-der-weyden - rogier-van-der-weyden_1400/van-der-weyden_20.jpg,14
ArtemisArt/van-der-weyden - rogier-van-der-weyden_1400/van-der-weyden_28.jpg,15
ArtemisArt/van-dongen - kees-van-dongen_1977/van-dongen_1.jpg,14
ArtemisArt/van-dongen - kees-van-dongen_1977/van-dongen_17.jpg,14
ArtemisArt/van-dongen - kees-van-dongen_1977/van-dongen_9.jpg,14
ArtemisArt/van-dyck - antoon-van-dyck_1599/van-dyck_16.jpg,14
ArtemisArt/van-dyck - antoon-van-dyck_1599/van-dyck_23.jpg,14
ArtemisArt/van-dyck - antoon-van-dyck_1599/van-dyck_30.jpg,14
ArtemisArt/van-dyck - antoon-van-dyck_1599/van-dyck_38.jpg,10
ArtemisArt/van-dyck - antoon-van-dyck_1599/van-dyck_45.jpg,14
ArtemisArt/van-dyck - antoon-van-dyck_1599/van-dyck_52.jpg,14
ArtemisArt/van-dyck - antoon-van-dyck_1599/van-dyck_6.jpg,14
ArtemisArt/van-dyck - antoon-van-dyck_1599/van-dyck_67.jpg,14
ArtemisArt/van-dyck - antoon-van-dyck_1599/van-dyck_74.jpg,14
ArtemisArt/van-eyck - jan-van-eyck_1390/van-eyck_10.jpg,14
ArtemisArt/van-eyck - jan-van-eyck_1390/van-eyck_18.jpg,12
ArtemisArt/van-eyck - jan-van-eyck_1390/van-eyck_5.jpg,14
ArtemisArt/van-gogh - vincent-van-gogh_1853/van-gogh_12.jpg,14
ArtemisArt/van-gogh - vincent-van-gogh_1853/van-gogh_2.jpg,14
ArtemisArt/van-gogh - vincent-van-gogh_1853/van-gogh_27.jpg,14
ArtemisArt/van-gogh - vincent-van-gogh_1853/van-gogh_34.jpg,14
ArtemisArt/van-gogh - vincent-van-gogh_1853/van-gogh_41.jpg,14
ArtemisArt/van-gogh - vincent-van-gogh_1853/van-gogh_49.jpg,10
ArtemisArt/van-gogh - vincent-van-gogh_1853/van-gogh_7.jpg,14
ArtemisArt/van-loo-lm - louis-michel-van-loo_1707/van-loo-lm_3.jpg,10
ArtemisArt/van-rees-duthil - adrienne-van-rees-duthil-dite-adya_1876/van-rees-duthil_10.jpg,14
ArtemisArt/van-rees-duthil - adrienne-van-rees-duthil-dite-adya_1876/van-rees-duthil_18.jpg,14
ArtemisArt/van-rees-duthil - adrienne-van-rees-duthil-dite-adya_1876/van-rees-duthil_9.jpg,14
ArtemisArt/van-rees-o - otto-van-rees-1884/van-rees-o_16.jpg,14
ArtemisArt/van-rees-o - otto-van-rees-1884/van-rees-o_23.jpg,14
ArtemisArt/van-rees-o - otto-van-rees-1884/van-rees-o_30.jpg,10
ArtemisArt/van-rees-o - otto-van-rees-1884/van-rees-o_38.jpg,14
ArtemisArt/van-rees-o - otto-van-rees-1884/van-rees-o_45.jpg,14
ArtemisArt/van-rees-o - otto-van-rees-1884/van-rees-o_52.jpg,14
ArtemisArt/van-rees-o - otto-van-rees-1884/van-rees-o_6.jpg,9
ArtemisArt/van-rees-o - otto-van-rees-1884/van-rees-o_67.jpg,14
ArtemisArt/van-ruisdael-s - salomon-van-ruisdael_1600/van-ruisdael-s_13.jpg,14
ArtemisArt/van-ruisdael-s - salomon-van-ruisdael_1600/van-ruisdael-s_20.jpg,14
ArtemisArt/van-ruisdael-s - salomon-van-ruisdael_1600/van-ruisdael-s_3.jpg,14
ArtemisArt/varo - remedios-varo_1908/varo_10.jpg,14
ArtemisArt/varo - remedios-varo_1908/varo_9.jpg,14
ArtemisArt/vasarely - victor-vasarhelyi-dit-vasarely_1906/vasarely_16.jpg,7
ArtemisArt/vasarely - victor-vasarhelyi-dit-vasarely_1906/vasarely_23.jpg,3
ArtemisArt/vasarely - victor-vasarhelyi-dit-vasarely_1906/vasarely_30.jpg,7
ArtemisArt/vasarely - victor-vasarhelyi-dit-vasarely_1906/vasarely_38.jpg,7
ArtemisArt/vasarely - victor-vasarhelyi-dit-vasarely_1906/vasarely_7.jpg,12
ArtemisArt/vasari - giorgio-vasari_1511/vasari_14.jpg,14
ArtemisArt/vasari - giorgio-vasari_1511/vasari_21.jpg,14
ArtemisArt/vasari - giorgio-vasari_1511/vasari_29.jpg,14
ArtemisArt/vasari - giorgio-vasari_1511/vasari_36.jpg,14
ArtemisArt/vasari - giorgio-vasari_1511/vasari_43.jpg,14
ArtemisArt/vasari - giorgio-vasari_1511/vasari_50.jpg,14
ArtemisArt/vasari - giorgio-vasari_1511/vasari_6.jpg,14
ArtemisArt/velasquez - diego-rodriguez-de-silva-y-velasquez_1599/velasquez_13.jpg,10
ArtemisArt/velasquez - diego-rodriguez-de-silva-y-velasquez_1599/velasquez_20.jpg,14
ArtemisArt/velasquez - diego-rodriguez-de-silva-y-velasquez_1599/velasquez_5.jpg,12
ArtemisArt/vernet-cj - claude-joseph-vernet_1714/vernet-cj_12.jpg,14
ArtemisArt/vernet-cj - claude-joseph-vernet_1714/vernet-cj_2.jpg,14
ArtemisArt/vernet-cj - claude-joseph-vernet_1714/vernet-cj_27.jpg,14
ArtemisArt/vernet-cj - claude-joseph-vernet_1714/vernet-cj_34.jpg,14
ArtemisArt/vernet-cj - claude-joseph-vernet_1714/vernet-cj_9.jpg,10
ArtemisArt/vernet-h - emile-jean-horace-vernet _1789/vernet-h_16.jpg,10
ArtemisArt/vernet-h - emile-jean-horace-vernet _1789/vernet-h_23.jpg,14
ArtemisArt/vernet-h - emile-jean-horace-vernet _1789/vernet-h_30.jpg,14
ArtemisArt/vernet-h - emile-jean-horace-vernet _1789/vernet-h_38.jpg,14
ArtemisArt/vernet-h - emile-jean-horace-vernet _1789/vernet-h_9.jpg,14
ArtemisArt/veronese - paolo-caliari-dit-veronese_1528/veronese_15.jpg,2
ArtemisArt/veronese - paolo-caliari-dit-veronese_1528/veronese_22.jpg,10
ArtemisArt/veronese - paolo-caliari-dit-veronese_1528/veronese_3.jpg,14
ArtemisArt/veronese - paolo-caliari-dit-veronese_1528/veronese_37.jpg,14
ArtemisArt/veronese - paolo-caliari-dit-veronese_1528/veronese_44.jpg,14
ArtemisArt/veronese - paolo-caliari-dit-veronese_1528/veronese_51.jpg,14
ArtemisArt/veronese - paolo-caliari-dit-veronese_1528/veronese_59.jpg,2
ArtemisArt/veronese - paolo-caliari-dit-veronese_1528/veronese_66.jpg,12
ArtemisArt/veronese - paolo-caliari-dit-veronese_1528/veronese_73.jpg,9
ArtemisArt/veronese - paolo-caliari-dit-veronese_1528/veronese_80.jpg,14
ArtemisArt/veronese - paolo-caliari-dit-veronese_1528/veronese_88.jpg,14
ArtemisArt/veronese - paolo-caliari-dit-veronese_1528/veronese_95.jpg,14
ArtemisArt/vieira-da-silva - maria-helena-vieira-da-silva_1908/vieira-da-silva_12.jpg,14
ArtemisArt/vieira-da-silva - maria-helena-vieira-da-silva_1908/vieira-da-silva_2.jpg,14
ArtemisArt/vieira-da-silva - maria-helena-vieira-da-silva_1908/vieira-da-silva_7.jpg,14
ArtemisArt/vigee-le-brun - elisabeth-vigee-le-brun_1755/vigee-le-brun_14.jpg,14
ArtemisArt/vigee-le-brun - elisabeth-vigee-le-brun_1755/vigee-le-brun_21.jpg,14
ArtemisArt/vigee-le-brun - elisabeth-vigee-le-brun_1755/vigee-le-brun_29.jpg,10
